analysis,comparison,permutation,statistic,hop,deep_tumor_core,immune_associated_niche,low_signal_edge_context,mixed_tumor_boundary_niche,stroma_interface_niche,tumor_interior,metric,moran_i,geary_c
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,839,0.0030675093064669867,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,840,0.0005217174114389711,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,841,0.005581215039705656,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,842,-0.005863032568486248,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,843,-0.010503191179762228,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,844,-0.012072602182374381,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,845,-0.011212206377285983,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,846,0.015983559969521666,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,847,-0.014593743697176198,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,848,0.00032843687748285166,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,849,-0.010545233974605273,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,850,0.014506335510586388,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,851,0.010314518648670112,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,852,-0.008926454059626665,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,853,0.008483058180996261,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,854,-0.002464117829153789,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,855,0.005219535346097037,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,856,0.001958911517284778,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,857,0.008207771498286609,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,858,0.015350399495743405,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,859,0.009951272875226569,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,860,-0.008285193711105476,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,861,0.00029618468325298686,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,862,0.011405965584293576,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,863,-0.002774031185791448,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,864,0.008715628277668475,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,865,-0.0010034490810903463,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,866,0.01720928547496936,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,867,0.008557206832352393,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,868,-0.014541224450534906,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,869,0.013052896510597267,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,870,0.0006564598936636967,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,871,0.008824329129442032,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,872,0.0015973106701517303,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,873,1.7067106569679247e-06,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,874,0.0006060568443951864,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,875,-0.006517105506380794,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,876,0.007004144011792113,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,877,0.0004485570969148811,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,878,0.008793413009510032,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,879,0.008778497548284636,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,880,-0.021585067968244,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,881,0.0012935117542489105,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,882,0.005699559075551974,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,883,-0.015153997040892098,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,884,-0.0025114173392513095,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,885,0.0008738892426571332,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,886,0.018251313577740735,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,887,-0.0059873572273195785,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,888,-0.009124749279067312,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,889,0.0032763004975116528,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,890,0.012304617755836522,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,891,0.0022427688947829205,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,892,-0.00504129334375697,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,893,0.012593409917596332,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,894,0.0021704217035827256,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,895,0.01084875556155368,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,896,0.01233666318144,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,897,-0.021534851931616583,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,898,-0.006959983337743614,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,899,-0.009077332846638364,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,900,-0.020480176677195094,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,901,0.013843741665552411,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,902,-9.38629232410948e-05,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,903,6.153860433072422e-05,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,904,0.0014955477389603788,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,905,-0.0014929255831943045,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,906,-0.00318581558088471,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,907,-0.015502643421544615,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,908,0.005357053479614293,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,909,0.0075274225521043125,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,910,-0.0008901654856701691,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,911,0.0013452988828436818,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,912,0.001949785687305694,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,913,-0.006776206294968112,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,914,-0.010543581341048325,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,915,-0.0014373969912759854,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,916,0.012148857781963118,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,917,-0.00567759406531082,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,918,0.008971154227008005,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,919,-0.00992382784928092,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,920,0.005295220336929529,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,921,-0.00039154315228956404,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,922,0.011503899894889147,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,923,0.0012733484872663459,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,924,0.0014053637911625172,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,925,0.02053879356371724,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,926,0.0022581782147715335,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,927,-0.0045035890284544355,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,928,-0.0009937726988575868,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,929,0.005340817861948843,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,930,0.003221507171336069,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,931,-0.013381293762829982,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,932,-0.001513614029653887,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,933,-0.0010388951353484943,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,934,-0.0021210928352153324,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,935,-0.0026559421591781374,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,936,0.0019280371982676736,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,937,-0.0018497611603199848,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,938,0.0009462382556647553,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,939,0.005709784396723927,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,940,-0.001952625446541123,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,941,-0.011423634533730187,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,942,-0.004736142285858114,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,943,-0.015777533948847566,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,944,-0.003141918098495511,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,945,-0.00016748053760123893,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,946,-0.015128694970693302,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,947,0.004563236517208469,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,948,0.00374772659792022,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,949,-0.0036539055850473567,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,950,-0.008792872906129345,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,951,-0.006281794837864618,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,952,-0.012923853690386011,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,953,0.0053435956489267245,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,954,-0.01603780506149649,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,955,0.0036800054183042663,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,956,-0.0006269508484814112,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,957,0.003517926464182919,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,958,0.008185852581472197,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,959,-0.01620491543961622,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,960,-0.008405913961802014,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,961,0.004428089558252302,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,962,0.009847169466719485,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,963,0.0037896897563362564,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,964,0.011371013418426723,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,965,0.019454225980909012,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,966,0.006520462446298114,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,967,0.0024022661432792636,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,968,0.02010700742154997,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,969,-0.0024310228168165082,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,970,-0.0018017943879880538,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,971,0.0021325611899787322,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,972,-0.008694924261237968,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,973,-0.012559199464657889,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,974,-0.0019079975699411444,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,975,-0.005046823852976445,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,976,-0.00014438412644207643,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,977,0.0003815250413695681,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,978,-0.005267110661246299,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,979,-0.0006698238311521609,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,980,-0.008244514164450323,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,981,0.010772368881440508,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,982,0.008153277437409179,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,983,-0.005345831779233201,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,984,-0.014592849586975043,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,985,0.0015769114594416656,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,986,0.008669020947210893,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,987,0.0007065580351370282,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,988,-0.0019425896970418632,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,989,-0.017603758996072527,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,990,-0.0008585604001302705,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,991,0.0003362800329684279,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,992,0.005762040260062384,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,993,-0.007971452273084823,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,994,-0.007755253348246616,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,995,0.017706494632387715,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,996,0.006501783878524736,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,997,-0.004794863692302531,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,998,0.0062588905139546736,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,999,0.0035529043336307575,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1000,0.00928983554110141,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1001,-0.0009804944969179497,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1002,0.02041319533377217,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1003,-0.015090948381624558,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1004,-0.0008104817490670047,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1005,0.002681898027868168,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1006,-0.0042106755763683945,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1007,0.006938896006473849,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1008,0.0016844558524813369,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1009,0.007303877519546531,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1010,0.0025630647917861404,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1011,-0.006216284681343498,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1012,-0.008427965779472746,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1013,0.012757896099704291,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1014,0.014478977529095383,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1015,-0.0011998635194072071,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1016,-0.00010183131485180796,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1017,-0.002414968844547505,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1018,0.00915774813250575,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1019,0.0026946615525828,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1020,0.010153738042324945,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1021,-0.002660554668091175,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1022,-0.012184855763359648,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1023,0.010842745912694796,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1024,0.0008047947909632924,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1025,0.014182179469259093,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1026,-0.0004715974751872687,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1027,-0.015538841956837246,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1028,0.012670863085229522,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1029,0.008202951605365216,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1030,0.009841518805037475,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1031,0.011733474300002933,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1032,0.00564768505130997,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1033,0.008379268866626599,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1034,0.01441212450082402,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1035,0.008871978750432497,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1036,0.0127990297977576,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1037,0.00445017987879337,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1038,0.003974892707211908,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1039,-0.0034198828971547246,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1040,0.015258998583451311,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1041,0.00043161863875013085,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1042,-0.0010044832524110925,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1043,0.01145741974327269,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1044,-0.0023901319744779603,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1045,0.006389730242752689,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1046,0.0007855119972061675,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1047,0.0033297571801499948,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1048,-0.016628453284838196,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1049,0.002464521175571721,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1050,-0.01140496602443103,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1051,-0.0006602805271137546,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1052,-0.011649326707479923,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1053,-0.005625087246183158,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1054,0.0108587713279788,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1055,0.0016156647745970143,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1056,-0.0005241684424832638,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1057,-0.013845930848396859,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1058,-0.007067274764566589,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1059,0.012185911693097184,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1060,-0.00825295618224231,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1061,-0.0030178818841839483,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1062,0.003928860735948281,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1063,-0.0015377198223953115,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1064,0.015797699894344874,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1065,-0.0005387479215387403,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1066,-0.004311294051668635,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1067,0.004115344671987653,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1068,-0.01292158614393285,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1069,-0.002522873650338542,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1070,-0.005856092631064069,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1071,0.010093145617327826,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1072,0.008187174399031327,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1073,-0.015015799653632422,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1074,0.0036484457272084603,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1075,-0.004055694375018182,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1076,0.003153693713938255,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1077,0.00968856776686966,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1078,0.010219774489424516,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1079,-0.01503182596595315,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1080,-0.01876741132186599,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1081,0.009002353743931046,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1082,-0.02041502309656784,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1083,0.0012972212129083727,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1084,-0.025177823734725324,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1085,0.008121747926271072,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1086,0.011781117269660746,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1087,-0.0036760264616138016,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1088,-0.0033627824730976807,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1089,0.004811632551716072,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1090,-0.010614443370678517,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1091,0.01863853369774543,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1092,-0.0004448033755892755,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1093,-0.002740586428163605,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1094,0.006521406512962513,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1095,-0.004818118296705587,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1096,0.009380966646305,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1097,-0.00647166513814168,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1098,-0.0020242950241026736,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1099,0.0010021036082746848,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1100,-0.0038316068577344264,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1101,0.004472309770044647,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1102,-0.0056213581015454595,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1103,-0.0033703196431938975,,,,,,,,,,
niche_withheld_score_permutation,immune_associated_vs_tumor_dominant,1104,0.006739313131893077,,,,,,,,,,
