record_id	asset_class	relative_path	filename	file_extension	byte_size	sha1	release_status	redistribution_class	formal_role	linked_figure_or_analysis	source_or_generator	notes
T4H-0093	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/plot_cell2location_target_marker_region.py	plot_cell2location_target_marker_region.py	.py	6123	6792a1d1865861622e11356ab56a6c4c486e6bc3	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/plot_cell2location_target_marker_region.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0094	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/plot_real_profile_mask_fig2d_only.py	plot_real_profile_mask_fig2d_only.py	.py	6492	45d5cb67b3891b596852f593accd91c941140b7a	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/plot_real_profile_mask_fig2d_only.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0095	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/plot_stage3b_false_spatial_niche_ncem_upgrade.py	plot_stage3b_false_spatial_niche_ncem_upgrade.py	.py	32689	e019fd25098c5df9d4cbe81be31fd52ccca5b6d0	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/plot_stage3b_false_spatial_niche_ncem_upgrade.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0096	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/plot_stage3b_threshold_robustness.py	plot_stage3b_threshold_robustness.py	.py	13352	ec7e826daf4c754960aca3fe653bed39a30986b7	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/plot_stage3b_threshold_robustness.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0097	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/prepare_cell2location_mouse_brain_stage3b_case.py	prepare_cell2location_mouse_brain_stage3b_case.py	.py	14038	103bc73457e889fded6e28caed4318bd3ac5d524	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/prepare_cell2location_mouse_brain_stage3b_case.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0098	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/prepare_colorectal_cancer_real_sample.py	prepare_colorectal_cancer_real_sample.py	.py	12704	2718333db13cb0d4ecb16edc5d8b52052a0173ea	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/prepare_colorectal_cancer_real_sample.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0099	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/prepare_cytospace_fig2c_resources.py	prepare_cytospace_fig2c_resources.py	.py	7416	0f5e5faaf24d5661942508e82f55e382882ddbac	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/prepare_cytospace_fig2c_resources.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0100	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/prepare_cytospace_fig2c_stage1.py	prepare_cytospace_fig2c_stage1.py	.py	13421	35876d715454000073a32e18ad44275649230eb1	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/prepare_cytospace_fig2c_stage1.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0101	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/prepare_cytospace_fig2d_tme_stage1.py	prepare_cytospace_fig2d_tme_stage1.py	.py	15387	7f9097e5e98be4ed9abceeb7285f1872942605b7	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/prepare_cytospace_fig2d_tme_stage1.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0102	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/prepare_cytospace_fig2i_stage3_unsupported_decoy.py	prepare_cytospace_fig2i_stage3_unsupported_decoy.py	.py	8882	492fdf5763031078ffbc7dac9e8c6a83d463d754	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/prepare_cytospace_fig2i_stage3_unsupported_decoy.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0103	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/prepare_cytospace_fig2k_stage3_state_decoy.py	prepare_cytospace_fig2k_stage3_state_decoy.py	.py	6716	b877c430434bd35e1abab333fd2fb92fa541b2c1	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/prepare_cytospace_fig2k_stage3_state_decoy.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0104	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/prepare_human_intestine_cancer_full_real_sample.py	prepare_human_intestine_cancer_full_real_sample.py	.py	13162	1fa918f51a3ef704e7f57d814e9a8df2f8157a9b	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/prepare_human_intestine_cancer_full_real_sample.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0105	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/prepare_human_lung_5loc_real_sample.py	prepare_human_lung_5loc_real_sample.py	.py	16564	e33e71b3958bbe5350d821744528fbc3980e0124	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/prepare_human_lung_5loc_real_sample.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0106	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/prepare_lowres_real_sample.py	prepare_lowres_real_sample.py	.py	12324	cc55608cf88a5c976b9dd7626c6e0168cbe84790	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/prepare_lowres_real_sample.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0107	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/prepare_mouse_brain_sagittal_real_sample.py	prepare_mouse_brain_sagittal_real_sample.py	.py	16710	daf0cb31822bc7b2cbc04b629f370f3255d8ac4d	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/prepare_mouse_brain_sagittal_real_sample.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0108	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/prepare_mouse_embryo_real_sample.py	prepare_mouse_embryo_real_sample.py	.py	13048	4c569e33705c0f8ee77db4083d348decc4f99769	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/prepare_mouse_embryo_real_sample.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0109	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/prepare_skin_atlas_real_sample.py	prepare_skin_atlas_real_sample.py	.py	11791	6cc59822685601c3199cffb07c993724ea35a438	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/prepare_skin_atlas_real_sample.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0110	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/prepare_stage1_from_sim_source.py	prepare_stage1_from_sim_source.py	.py	21038	8fa24a12db1c002756732145385b64d099a9a4d4	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/prepare_stage1_from_sim_source.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0111	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/prepare_stage3b_realdata_reference_dropout_scenarios.py	prepare_stage3b_realdata_reference_dropout_scenarios.py	.py	8255	9a9c5f48f31bfa6d9059a7a52eae2ebda5b27058	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/prepare_stage3b_realdata_reference_dropout_scenarios.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0112	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/purify_sim_target_region.py	purify_sim_target_region.py	.py	11837	77eda472898bc7627849ddebad22396494f1e662	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/purify_sim_target_region.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0113	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/render_cytospace_fig2d_profile_mask_mapping_visualizations.py	render_cytospace_fig2d_profile_mask_mapping_visualizations.py	.py	12487	e7fa9ad970bdb9d5b663f55ea1a33ce977f51d2d	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/render_cytospace_fig2d_profile_mask_mapping_visualizations.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0114	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/render_real_profile_mask_visualization.py	render_real_profile_mask_visualization.py	.py	19503	ce6e143016d3c8e99c88f1ee2238622a3cef0203	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/render_real_profile_mask_visualization.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0115	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/rescan_stage3b_realdata_reference_dropout_candidates.py	rescan_stage3b_realdata_reference_dropout_candidates.py	.py	10810	9f49467fc3ef91bb51ef7b3ffb8fd2d83f677434	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/rescan_stage3b_realdata_reference_dropout_candidates.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0116	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/run_bioapp_coordinate_registration_recovery_audit.py	run_bioapp_coordinate_registration_recovery_audit.py	.py	26819	410c4f8f7587792f23680676b150dd5bfba371ac	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/run_bioapp_coordinate_registration_recovery_audit.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0117	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/run_bioapp_downstream_feasibility_check.py	run_bioapp_downstream_feasibility_check.py	.py	11419	989c3b340f4e958cc63e1dc8d45599919aeba561	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/run_bioapp_downstream_feasibility_check.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0118	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/run_bioapp_downstream_phase_d0_morphology_domain_boundary_freeze.py	run_bioapp_downstream_phase_d0_morphology_domain_boundary_freeze.py	.py	12651	81b6a34aa519464822f6be5c3e69c1d5bcf1bcd4	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/run_bioapp_downstream_phase_d0_morphology_domain_boundary_freeze.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0119	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/run_bioapp_downstream_phase_d1_morphology_and_interface_analysis.py	run_bioapp_downstream_phase_d1_morphology_and_interface_analysis.py	.py	12860	36884aabbd612f69eaad15a1d58a390446c4ea54	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/run_bioapp_downstream_phase_d1_morphology_and_interface_analysis.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0120	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/run_bioapp_downstream_phase_d2_statistical_strengthening.py	run_bioapp_downstream_phase_d2_statistical_strengthening.py	.py	29421	a3b143df01d622ed9c8b83869eae201bb8e9d42e	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/run_bioapp_downstream_phase_d2_statistical_strengthening.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0121	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/run_bioapp_downstream_phase_d3_microenvironment_context_validation.py	run_bioapp_downstream_phase_d3_microenvironment_context_validation.py	.py	25994	91c4f31d2ff9491c1e55efbbab4b8c481f208932	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/run_bioapp_downstream_phase_d3_microenvironment_context_validation.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0122	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/run_bioapp_figure_v2_6_frozen_spot_coordinate_provenance_audit.py	run_bioapp_figure_v2_6_frozen_spot_coordinate_provenance_audit.py	.py	37009	3297a3b2dd8f602510546bb25656d80f09e6bf9a	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/run_bioapp_figure_v2_6_frozen_spot_coordinate_provenance_audit.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0123	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/run_bioapp_phase0_external_endpoint_admission.py	run_bioapp_phase0_external_endpoint_admission.py	.py	25525	263986d1d857d7915ee48507622180e35d7ae28f	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/run_bioapp_phase0_external_endpoint_admission.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0124	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/run_bioapp_phase0r_candidate_reranking_after_janesick_mapping_stop.py	run_bioapp_phase0r_candidate_reranking_after_janesick_mapping_stop.py	.py	22901	439e76e290bf111ea2cd2dafe595eb7324eb9f06	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/run_bioapp_phase0r_candidate_reranking_after_janesick_mapping_stop.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0125	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/run_bioapp_phase1_pathology_endpoint_and_mapping_feasibility_gate.py	run_bioapp_phase1_pathology_endpoint_and_mapping_feasibility_gate.py	.py	33446	d81d5763ab22ffe6e01b69a6d2f5f517edd6d2e3	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/run_bioapp_phase1_pathology_endpoint_and_mapping_feasibility_gate.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0126	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/run_bioapp_phase2br2_explicit_rscript_cta_align_locale_safe_dry_run.py	run_bioapp_phase2br2_explicit_rscript_cta_align_locale_safe_dry_run.py	.py	26495	6b58fa13d155fbef235a13c03c8c9c4e857c1c16	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/run_bioapp_phase2br2_explicit_rscript_cta_align_locale_safe_dry_run.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0127	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/run_bioapp_phase2c_endpoint_freeze_with_validated_cta_to_spot_mapping.py	run_bioapp_phase2c_endpoint_freeze_with_validated_cta_to_spot_mapping.py	.py	29613	4f6417f3edcd08f3ab7eaa8cdba36f2df6dfdb3b	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/run_bioapp_phase2c_endpoint_freeze_with_validated_cta_to_spot_mapping.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0128	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/run_bioapp_phase3_reference_audit_and_formal_baseline_feasibility_for_cta_endpoint.py	run_bioapp_phase3_reference_audit_and_formal_baseline_feasibility_for_cta_endpoint.py	.py	44063	1e66efb2cb5bce841857489022d0ff69d57099f3	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/run_bioapp_phase3_reference_audit_and_formal_baseline_feasibility_for_cta_endpoint.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0129	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/run_bioapp_phase3r_review_resolution_for_cta_endpoint_baseline_feasibility.py	run_bioapp_phase3r_review_resolution_for_cta_endpoint_baseline_feasibility.py	.py	42557	d95e91ead6dfac1744f9d355d8a2195cf507dc32	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/run_bioapp_phase3r_review_resolution_for_cta_endpoint_baseline_feasibility.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0130	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/run_bioapp_phase4_formal_cytospace_baseline_execution_against_frozen_cta_immune_endpoint.py	run_bioapp_phase4_formal_cytospace_baseline_execution_against_frozen_cta_immune_endpoint.py	.py	33307	645259e4e2df7608e7ed3a520e979f81c3c9b58f	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/run_bioapp_phase4_formal_cytospace_baseline_execution_against_frozen_cta_immune_endpoint.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0131	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/run_bioapp_phase5_endpoint_specific_evaluation_of_cytospace_baselines_against_frozen_cta_immune_endpoint.py	run_bioapp_phase5_endpoint_specific_evaluation_of_cytospace_baselines_against_frozen_cta_immune_endpoint.py	.py	36246	b096129907b6ea7d7539b3797a772f7ed5e6ad8a	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/run_bioapp_phase5_endpoint_specific_evaluation_of_cytospace_baselines_against_frozen_cta_immune_endpoint.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0132	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/run_bioapp_phase6_svtuner_aware_execution_planning_against_frozen_cta_immune_endpoint.py	run_bioapp_phase6_svtuner_aware_execution_planning_against_frozen_cta_immune_endpoint.py	.py	26052	519f7960f5ddcf678bd0bf9a3bf25078b023b74f	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/run_bioapp_phase6_svtuner_aware_execution_planning_against_frozen_cta_immune_endpoint.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0133	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/run_bioapp_phase7_svtuner_aware_execution_against_frozen_cta_immune_endpoint.py	run_bioapp_phase7_svtuner_aware_execution_against_frozen_cta_immune_endpoint.py	.py	34991	9c3c07e9b33c96b3d55b56969f203eda1ec2850c	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/run_bioapp_phase7_svtuner_aware_execution_against_frozen_cta_immune_endpoint.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0134	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/run_bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison.py	run_bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison.py	.py	54910	4d1cb613cf50a83748c055b1b46d9cea77c6e5a7	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/run_bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0135	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/run_bioapp_phase9_final_biological_application_audit.py	run_bioapp_phase9_final_biological_application_audit.py	.py	20786	aa7be56eb5b52bb9b22de7b2ddd10be9d0c9d9eb	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/run_bioapp_phase9_final_biological_application_audit.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0136	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/run_celltrek_mapping.py	run_celltrek_mapping.py	.py	13333	63080d840f85d78f340f8a1bb6bebd23368c4834	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/run_celltrek_mapping.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0137	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/run_composite_noise_stage3ab_full.py	run_composite_noise_stage3ab_full.py	.py	35180	3451716cf7ae4febc8560775641b3f1cea1b6572	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/run_composite_noise_stage3ab_full.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0138	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/run_composite_scnoise05_stage3ab_full.py	run_composite_scnoise05_stage3ab_full.py	.py	374	2ebf1313299daa69cbf2a02b5b1407173818db75	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/run_composite_scnoise05_stage3ab_full.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0139	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/run_cytospace_fig2d_profile_mask_benchmark.py	run_cytospace_fig2d_profile_mask_benchmark.py	.py	16845	8717d5db41afbcb7b005879d2c5aa5eebf0d23dc	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/run_cytospace_fig2d_profile_mask_benchmark.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0140	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/run_ncem_fig2_cell2location_preparation.py	run_ncem_fig2_cell2location_preparation.py	.py	14874	7b827d1f3c22369ba3725c2df355c657eaf3040f	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/run_ncem_fig2_cell2location_preparation.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0141	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/run_nine_scenario_method_benchmark.py	run_nine_scenario_method_benchmark.py	.py	6348	f71034f70f2ba300a96b49b2801d715834c653a7	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/run_nine_scenario_method_benchmark.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0142	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/run_ot_mapping.py	run_ot_mapping.py	.py	14562	69814d392d6498ef10502cdeaafb7cfb0b66dedf	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/run_ot_mapping.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
T4H-0143	SOURCE_CODE	reproducibility_release/release_candidate_v1.0/code/scripts/run_project_mainline.py	run_project_mainline.py	.py	31069	664091184a5c05b97e116bfa1a3de897e002eb9a	INCLUDED_RELEASE_CANDIDATE	REDISTRIBUTABLE	formal or necessary supporting implementation	Stage0-Stage5, simulations, masking, dropout, BioApp, source values or audit	scripts/run_project_mainline.py	Temporary/editable-SVG/redundant-storage and obsolete full-figure scripts excluded.
