record_id	asset_kind	asset_id_or_path	source_layer	frozen_manifest_class	release_classification	included_as_file	release_action	notes
RED-SV-056	processed_source_value	visualizations/highres_targeted_validation_fig2c/targeted_fig2c_monocytes_and_macrophages_ecotyper_monocytes_and_macrophages_ce9_humancoloncancerpatient1_route2_highres_curve.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-057	processed_source_value	visualizations/cytospace_fig2k_tcell_states_stage3_decoy/fig2k_stage3_detected_state_decoy_baseline_vs_route2_source_values.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-058	processed_source_value	visualizations/cytospace_fig2k_tcell_states_stage3_decoy/fig2k_stage3_detected_state_decoy_baseline_vs_route2_manifest.json	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-059	processed_source_value	visualizations/cytospace_fig2i_mouse_kidney_stage3_unsupported_decoy_sensitivity/fig2i_decoy_sensitivity_summary.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-060	processed_source_value	visualizations/cytospace_fig2i_mouse_kidney_stage3_unsupported_decoy_sensitivity/fig2i_stage3_detected_state32like_n1000_baseline_vs_route2_source_values.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-061	processed_source_value	visualizations/stage3b_realdata_candidate_scan/panel_a_blank_composition/stage3b_reference_dropout_panel_a_blank_region_composition_summary.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-062	processed_source_value	visualizations/stage3b_realdata_candidate_scan/panel_a_violin/stage3b_reference_dropout_panel_a_marker_percentile_summary.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-063	processed_source_value	visualizations/stage3b_realdata_candidate_scan/panel_a_violin/stage3b_reference_dropout_panel_a_marker_percentile_values.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-064	processed_source_value	visualizations/stage3b_realdata_candidate_scan/panel_a_violin/stage3b_reference_dropout_panel_a_scene_median_summary.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-065	processed_source_value	visualizations/stage3b_realdata_candidate_scan/spatial_9x2/stage3b_reference_dropout_spatial_stack_recommended_6x2_manifest.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-066	processed_source_value	visualizations/stage3b_realdata_candidate_scan/spatial_9x2/stage3b_reference_dropout_spatial_stack_recommended_6x2_metadata.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-067	processed_source_value	visualizations/stage3b_realdata_candidate_scan/stage3b_reference_dropout_13_full_matrix_validation.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-068	processed_source_value	visualizations/stage3b_realdata_candidate_scan/stage3b_reference_dropout_causal_negative_control_screen.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-069	processed_source_value	visualizations/stage3b_realdata_candidate_scan/stage3b_threshold_robustness/stage3b_threshold_robustness_detail.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-070	processed_source_value	visualizations/stage3b_realdata_candidate_scan/stage3b_threshold_robustness/stage3b_threshold_robustness_summary.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-071	processed_source_value	visualizations/cell2location_stage3b_case/thalamic_top15/cell2location_ST8059051_thalamic_excitatory_abstention_aware_region_accuracy.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-072	processed_source_value	visualizations/cell2location_stage3b_case/thalamic_top15/cell2location_ST8059051_thalamic_excitatory_abstention_aware_region_accuracy_regions.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-073	processed_source_value	visualizations/cell2location_stage3b_case/thalamic_top15/cell2location_ST8059051_thalamic_excitatory_abstention_aware_region_accuracy_spots.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-074	processed_source_value	visualizations/cell2location_stage3b_case/thalamic_top15/cell2location_ST8059051_thalamic_excitatory_baseline_forced_assignment_region.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-075	processed_source_value	visualizations/cell2location_stage3b_case/thalamic_top15/cell2location_ST8059051_thalamic_excitatory_baseline_forced_assignment_region_composition.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-076	processed_source_value	visualizations/cell2location_stage3b_case/thalamic_top15/cell2location_ST8059051_thalamic_excitatory_forced_assignment_composition.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-077	processed_source_value	visualizations/cell2location_stage3b_case/thalamic_top15/cell2location_ST8059051_thalamic_excitatory_marker_region.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-078	processed_source_value	visualizations/cell2location_stage3b_case/thalamic_top15/cell2location_ST8059051_thalamic_excitatory_stage3b_miss_diagnostics_groups.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-079	processed_source_value	visualizations/cell2location_stage3b_case/thalamic_top15/cell2location_ST8059051_thalamic_excitatory_stage3b_miss_diagnostics_spots.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-080	processed_source_value	visualizations/cell2location_stage3b_case/thalamic_top15/cell2location_ST8059051_thalamic_excitatory_abstention_aware_region_accuracy_summary.json	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-081	processed_source_value	visualizations/cell2location_stage3b_case/thalamic_top15/cell2location_ST8059051_thalamic_excitatory_baseline_forced_assignment_region_summary.json	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-082	processed_source_value	visualizations/cell2location_stage3b_case/thalamic_top15/cell2location_ST8059051_thalamic_excitatory_forced_assignment_composition_summary.json	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-083	processed_source_value	visualizations/cell2location_stage3b_case/thalamic_top15/cell2location_ST8059051_thalamic_excitatory_marker_region_summary.json	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-084	processed_source_value	visualizations/cell2location_stage3b_case/thalamic_top15/cell2location_ST8059051_thalamic_excitatory_stage3b_miss_diagnostics_summary.json	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-085	processed_source_value	visualizations/stage3b_reference_missing_stress/cell2location_reference_missing_multitarget_panels_bc_cytospace_forced_assignment.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-086	processed_source_value	visualizations/stage3b_reference_missing_stress/cell2location_reference_missing_multitarget_panels_bc_expression_similarity.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-087	processed_source_value	visualizations/stage3b_reference_missing_stress/cell2location_reference_missing_multitarget_panels_bc_target_region_summary.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-088	processed_source_value	visualizations/stage3b_reference_missing_stress/cell2location_thalamic_top15_reference_missing_panels_bc_cytospace_forced_assignment.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-089	processed_source_value	visualizations/stage3b_reference_missing_stress/cell2location_thalamic_top15_reference_missing_panels_bc_expression_similarity.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-090	processed_source_value	visualizations/stage3b_reference_missing_stress/cell2location_thalamic_top15_reference_missing_panels_bc_forced_assignment_composition_source.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-091	processed_source_value	visualizations/stage3b_false_spatial_niche/candidate_validation/brca_her2_plasma/cytospace_fig2d_tme_brca_her2_ffpe_sc_missing_plasma_cells_coupling_matrices.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-092	processed_source_value	visualizations/stage3b_false_spatial_niche/candidate_validation/brca_her2_plasma/cytospace_fig2d_tme_brca_her2_ffpe_sc_missing_plasma_cells_pair_statistics.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-093	processed_source_value	visualizations/stage3b_false_spatial_niche/candidate_validation/brca_her2_plasma/cytospace_fig2d_tme_brca_her2_ffpe_sc_missing_plasma_cells_summary.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-094	processed_source_value	visualizations/stage3b_communication_validation/brca_her2_ffpe_plasma/strict_reference_style/panel_a_spatialdm_fig2c_pathway_dotplot_values.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-095	processed_source_value	visualizations/stage3b_communication_validation/brca_her2_ffpe_plasma/strict_reference_style/panel_b_spatialdm_fig3f_hotspot_summary.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-096	processed_source_value	visualizations/stage3b_communication_validation/brca_her2_ffpe_plasma/strict_reference_style/panel_c_ligand_annotations.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-097	processed_source_value	visualizations/stage3b_communication_validation/brca_her2_ffpe_plasma/strict_reference_style/panel_c_renoir_fig4gh_ligand_score.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-098	processed_source_value	visualizations/stage3b_communication_validation/brca_her2_ffpe_plasma/strict_reference_style/panel_c_renoir_fig4gh_ligand_target_matrix.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-099	processed_source_value	visualizations/bioapp_experiment/bioapp_phase2c_endpoint_freeze_with_validated_cta_to_spot_mapping/endpoint_eligibility_qc.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-100	processed_source_value	visualizations/bioapp_experiment/bioapp_phase2c_endpoint_freeze_with_validated_cta_to_spot_mapping/manifest.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-101	processed_source_value	visualizations/bioapp_experiment/bioapp_phase2c_endpoint_freeze_with_validated_cta_to_spot_mapping/spot_level_CTA_composition.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-102	processed_source_value	visualizations/bioapp_experiment/bioapp_phase2c_endpoint_freeze_with_validated_cta_to_spot_mapping/spot_level_endpoint_freeze.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-103	processed_source_value	visualizations/bioapp_experiment/bioapp_phase2c_endpoint_freeze_with_validated_cta_to_spot_mapping/bioapp_phase2c_endpoint_freeze_summary.json	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-104	processed_source_value	visualizations/bioapp_experiment/bioapp_phase2c_endpoint_freeze_with_validated_cta_to_spot_mapping/bioapp_phase2c_golden_rules_v2_1_check.json	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-105	processed_source_value	visualizations/bioapp_experiment/bioapp_phase2c_endpoint_freeze_with_validated_cta_to_spot_mapping/endpoint_definition.json	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-106	processed_source_value	visualizations/bioapp_experiment/bioapp_phase2c_endpoint_freeze_with_validated_cta_to_spot_mapping/endpoint_freeze_manifest.json	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-107	processed_source_value	visualizations/bioapp_experiment/bioapp_phase5_endpoint_specific_evaluation_of_cytospace_baselines_against_frozen_cta_immune_endpoint/baseline_condition_metric_comparison.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-108	processed_source_value	visualizations/bioapp_experiment/bioapp_phase5_endpoint_specific_evaluation_of_cytospace_baselines_against_frozen_cta_immune_endpoint/baseline_endpoint_metric_summary.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-109	processed_source_value	visualizations/bioapp_experiment/bioapp_phase5_endpoint_specific_evaluation_of_cytospace_baselines_against_frozen_cta_immune_endpoint/baseline_endpoint_score_all_runs_by_spot.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-110	processed_source_value	visualizations/bioapp_experiment/bioapp_phase5_endpoint_specific_evaluation_of_cytospace_baselines_against_frozen_cta_immune_endpoint/baseline_full_reference_endpoint_score_by_spot.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-111	processed_source_value	visualizations/bioapp_experiment/bioapp_phase5_endpoint_specific_evaluation_of_cytospace_baselines_against_frozen_cta_immune_endpoint/baseline_full_reference_spot_fraction_table.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-112	processed_source_value	visualizations/bioapp_experiment/bioapp_phase5_endpoint_specific_evaluation_of_cytospace_baselines_against_frozen_cta_immune_endpoint/baseline_immune_all_dropout_endpoint_score_by_spot.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-113	processed_source_value	visualizations/bioapp_experiment/bioapp_phase5_endpoint_specific_evaluation_of_cytospace_baselines_against_frozen_cta_immune_endpoint/baseline_immune_all_dropout_spot_fraction_table.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-114	processed_source_value	visualizations/bioapp_experiment/bioapp_phase5_endpoint_specific_evaluation_of_cytospace_baselines_against_frozen_cta_immune_endpoint/baseline_nonimmune_all_dropout_control_endpoint_score_by_spot.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-115	processed_source_value	visualizations/bioapp_experiment/bioapp_phase5_endpoint_specific_evaluation_of_cytospace_baselines_against_frozen_cta_immune_endpoint/baseline_nonimmune_all_dropout_control_spot_fraction_table.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-116	processed_source_value	visualizations/bioapp_experiment/bioapp_phase5_endpoint_specific_evaluation_of_cytospace_baselines_against_frozen_cta_immune_endpoint/baseline_output_parse_report.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-117	processed_source_value	visualizations/bioapp_experiment/bioapp_phase5_endpoint_specific_evaluation_of_cytospace_baselines_against_frozen_cta_immune_endpoint/baseline_positive_spot_nonimmune_label_breakdown.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-118	processed_source_value	visualizations/bioapp_experiment/bioapp_phase5_endpoint_specific_evaluation_of_cytospace_baselines_against_frozen_cta_immune_endpoint/baseline_spot_universe_alignment.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-119	processed_source_value	visualizations/bioapp_experiment/bioapp_phase5_endpoint_specific_evaluation_of_cytospace_baselines_against_frozen_cta_immune_endpoint/manifest.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-120	processed_source_value	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/baseline_svtuner_endpoint_comparison_by_spot.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-121	processed_source_value	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/baseline_svtuner_metric_comparison.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-122	processed_source_value	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/binary_withheld_endpoint_contingency.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-123	processed_source_value	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/binary_withheld_enrichment_summary.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-124	processed_source_value	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/contradiction_prevention_spots.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-125	processed_source_value	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/contradiction_prevention_summary.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-126	processed_source_value	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/endpoint_analysis_set_qc.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-127	processed_source_value	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/endpoint_concordant_interpretation_by_spot.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-128	processed_source_value	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/endpoint_concordant_interpretation_summary.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-129	processed_source_value	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/endpoint_positive_forced_nonimmune_burden_reduction_summary.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-130	processed_source_value	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/figure_manifest.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-131	processed_source_value	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/gene_count_audit.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-132	processed_source_value	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/manifest.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-133	processed_source_value	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/phase5_baseline_anchor_import_qc.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-134	processed_source_value	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/phase7_svtuner_raw_output_import_qc.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-135	processed_source_value	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/phase8_input_qc.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
RED-SV-136	processed_source_value	visualizations/bioapp_experiment/bioapp_phase8_svtuner_vs_endpoint_evaluation_and_baseline_svtuner_comparison/spatial_overlap_summary.csv	PROJECT_GENERATED_DERIVATIVE	NOT_APPLICABLE	PROJECT_GENERATED_REDISTRIBUTABLE	true	Include hashed quantitative derivative only.	No third-party raw matrix is included.
