record_type	record_id	record_family	source_layer	redistribution_class	provider_permission_status	public_package_action	evidence_paths
experiment	human_breast_cancer_real_profile_mask_basal_cell	low-resolution profile masking	PROJECT_GENERATED_DERIVATIVE	REDISTRIBUTABLE_DERIVATIVE_ONLY	SOURCE_INPUT_TERMS_STILL_APPLY	Release derivative only; link/reconstruct third-party inputs.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/experiment_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/heca_reference_lineage_audit.tsv;configs/datasets/human_breast_cancer_real_profile_mask_basal_cell.yaml
experiment	human_breast_cancer_visium_ff_wta_real_profile_mask_macrophage	low-resolution profile masking	PROJECT_GENERATED_DERIVATIVE	REDISTRIBUTABLE_DERIVATIVE_ONLY	SOURCE_INPUT_TERMS_STILL_APPLY	Release derivative only; link/reconstruct third-party inputs.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/experiment_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/heca_reference_lineage_audit.tsv;configs/datasets/human_breast_cancer_visium_ff_wta_real_profile_mask_macrophage.yaml
experiment	human_breast_cancer_wta_120_real_profile_mask_endothelial_cell	low-resolution profile masking	PROJECT_GENERATED_DERIVATIVE	REDISTRIBUTABLE_DERIVATIVE_ONLY	SOURCE_INPUT_TERMS_STILL_APPLY	Release derivative only; link/reconstruct third-party inputs.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/experiment_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/heca_reference_lineage_audit.tsv;configs/datasets/human_breast_cancer_wta_120_real_profile_mask_endothelial_cell.yaml
experiment	human_cervical_cancer_real_profile_mask_epithelial_cell	low-resolution profile masking	PROJECT_GENERATED_DERIVATIVE	REDISTRIBUTABLE_DERIVATIVE_ONLY	SOURCE_INPUT_TERMS_STILL_APPLY	Release derivative only; link/reconstruct third-party inputs.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/experiment_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/heca_reference_lineage_audit.tsv;configs/datasets/human_cervical_cancer_real_profile_mask_epithelial_cell.yaml
experiment	human_heart_ff_real_profile_mask_endothelial_cell	low-resolution profile masking	PROJECT_GENERATED_DERIVATIVE	REDISTRIBUTABLE_DERIVATIVE_ONLY	SOURCE_INPUT_TERMS_STILL_APPLY	Release derivative only; link/reconstruct third-party inputs.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/experiment_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;configs/datasets/human_heart_ff_real_profile_mask_endothelial_cell.yaml
experiment	human_intestine_cancer_real_profile_mask_endothelial_cell	low-resolution profile masking	PROJECT_GENERATED_DERIVATIVE	REDISTRIBUTABLE_DERIVATIVE_ONLY	SOURCE_INPUT_TERMS_STILL_APPLY	Release derivative only; link/reconstruct third-party inputs.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/experiment_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/heca_reference_lineage_audit.tsv;configs/datasets/human_intestine_cancer_real_profile_mask_endothelial_cell.yaml
experiment	human_lung_5loc_fine9_clustered_sim_missing_at2_fibroblast_sc_missing_b_cell	joint Stage3A-Stage3B simulations	PROJECT_GENERATED_DERIVATIVE	REDISTRIBUTABLE_DERIVATIVE_ONLY	SOURCE_INPUT_TERMS_STILL_APPLY	Release derivative only; link/reconstruct third-party inputs.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/experiment_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_formal_audit/accession_type_audit.tsv;configs/datasets/human_lung_5loc_fine9_clustered_sim_sc_missing_b_cell.yaml
experiment	human_lung_5loc_fine9_clustered_sim_missing_at2_sc_missing_b_cell	joint Stage3A-Stage3B simulations	PROJECT_GENERATED_DERIVATIVE	REDISTRIBUTABLE_DERIVATIVE_ONLY	SOURCE_INPUT_TERMS_STILL_APPLY	Release derivative only; link/reconstruct third-party inputs.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/experiment_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_formal_audit/accession_type_audit.tsv;configs/datasets/human_lung_5loc_fine9_clustered_sim_sc_missing_b_cell.yaml
experiment	human_lung_5loc_fine9_clustered_sim_sc_missing_b_cell	joint Stage3A-Stage3B simulations	PROJECT_GENERATED_DERIVATIVE	REDISTRIBUTABLE_DERIVATIVE_ONLY	SOURCE_INPUT_TERMS_STILL_APPLY	Release derivative only; link/reconstruct third-party inputs.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/experiment_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_formal_audit/accession_type_audit.tsv;configs/datasets/human_lung_5loc_fine9_clustered_sim_sc_missing_b_cell.yaml
experiment	human_lymph_node_real_profile_mask_b_cell	low-resolution profile masking	PROJECT_GENERATED_DERIVATIVE	REDISTRIBUTABLE_DERIVATIVE_ONLY	SOURCE_INPUT_TERMS_STILL_APPLY	Release derivative only; link/reconstruct third-party inputs.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/experiment_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;configs/datasets/human_lymph_node_real_profile_mask_b_cell.yaml
experiment	mouse_brain_refined7_balanced_clustered_sim_missing_micro_fill_inh_pvalb_sc_missing_ext_l56	joint Stage3A-Stage3B simulations	PROJECT_GENERATED_DERIVATIVE	REDISTRIBUTABLE_DERIVATIVE_ONLY	SOURCE_INPUT_TERMS_STILL_APPLY	Release derivative only; link/reconstruct third-party inputs.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/experiment_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;configs/datasets/mouse_brain_refined7_balanced_clustered_sim_sc_missing_ext_l56.yaml
experiment	mouse_brain_refined7_balanced_clustered_sim_missing_micro_oligo_2_fill_inh_pvalb_sc_missing_ext_l56	joint Stage3A-Stage3B simulations	PROJECT_GENERATED_DERIVATIVE	REDISTRIBUTABLE_DERIVATIVE_ONLY	SOURCE_INPUT_TERMS_STILL_APPLY	Release derivative only; link/reconstruct third-party inputs.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/experiment_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;configs/datasets/mouse_brain_refined7_balanced_clustered_sim_sc_missing_ext_l56.yaml
experiment	mouse_brain_refined7_balanced_clustered_sim_sc_missing_ext_l56	joint Stage3A-Stage3B simulations	PROJECT_GENERATED_DERIVATIVE	REDISTRIBUTABLE_DERIVATIVE_ONLY	SOURCE_INPUT_TERMS_STILL_APPLY	Release derivative only; link/reconstruct third-party inputs.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/experiment_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;configs/datasets/mouse_brain_refined7_balanced_clustered_sim_sc_missing_ext_l56.yaml
experiment	mouse_embryo_real_profile_mask_erythroid	low-resolution profile masking	PROJECT_GENERATED_DERIVATIVE	REDISTRIBUTABLE_DERIVATIVE_ONLY	SOURCE_INPUT_TERMS_STILL_APPLY	Release derivative only; link/reconstruct third-party inputs.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/experiment_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;configs/datasets/mouse_embryo_real.yaml
experiment	mouse_embryo_real_sc_missing_endoderm_gut	real reference dropout	PROJECT_GENERATED_DERIVATIVE	REDISTRIBUTABLE_DERIVATIVE_ONLY	SOURCE_INPUT_TERMS_STILL_APPLY	Release derivative only; link/reconstruct third-party inputs.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/experiment_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;configs/datasets/mouse_embryo_real_sc_missing_endoderm_gut.yaml
experiment	mouse_embryo_real_sc_missing_erythroid	real reference dropout	PROJECT_GENERATED_DERIVATIVE	REDISTRIBUTABLE_DERIVATIVE_ONLY	SOURCE_INPUT_TERMS_STILL_APPLY	Release derivative only; link/reconstruct third-party inputs.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/experiment_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;configs/datasets/mouse_embryo_real_sc_missing_erythroid.yaml
experiment	real_brca7_endothelial_marker_control_sc_missing_endothelial_cells	joint Stage3A-Stage3B simulations	PROJECT_GENERATED_DERIVATIVE	REDISTRIBUTABLE_DERIVATIVE_ONLY	SOURCE_INPUT_TERMS_STILL_APPLY	Release derivative only; link/reconstruct third-party inputs.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/experiment_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;configs/datasets/real_brca7_endothelial_marker_control_sc_missing_endothelial_cells.yaml
experiment	real_brca7_endothelial_marker_missing_epithelial_cells_pcs_sc_missing_endothelial_cells	joint Stage3A-Stage3B simulations	PROJECT_GENERATED_DERIVATIVE	REDISTRIBUTABLE_DERIVATIVE_ONLY	SOURCE_INPUT_TERMS_STILL_APPLY	Release derivative only; link/reconstruct third-party inputs.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/experiment_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;configs/datasets/real_brca7_endothelial_marker_control_sc_missing_endothelial_cells.yaml
experiment	real_brca7_endothelial_marker_missing_epithelial_cells_sc_missing_endothelial_cells	joint Stage3A-Stage3B simulations	PROJECT_GENERATED_DERIVATIVE	REDISTRIBUTABLE_DERIVATIVE_ONLY	SOURCE_INPUT_TERMS_STILL_APPLY	Release derivative only; link/reconstruct third-party inputs.	visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/experiment_manifest_draft_v0_2.tsv;visualizations/manuscript_audits/dataset_provenance_major_evidence_recovery/dataset_manifest_draft_v0_2.tsv;configs/datasets/real_brca7_endothelial_marker_control_sc_missing_endothelial_cells.yaml
